"","Country.code","Region.code","Year","VA_Agriculture","VA_Mining","VA_Manufacturing","VA_Utilities","VA_Construction","VA_Trade..restaurants.and.hotels","VA_Transport..storage.and.communication","VA_Finance..insurance..real.estate.and.business.services","VA_Government.services","VA_Community..social.and.personal.services","VA_Summation.of.sector.GDP","EMP_Agriculture","EMP_Mining","EMP_Manufacturing","EMP_Utilities","EMP_Construction","EMP_Trade..restaurants.and.hotels","EMP_Transport..storage.and.communication","EMP_Finance..insurance..real.estate.and.business.services","EMP_Government.services","EMP_Community..social.and.personal.services","EMP_Summation.of.sector.GDP","VAQ_ Agriculture","VAQ_ Mining","VAQ_ Manufacturing","VAQ_ Utilities","VAQ_ Construction","VAQ_ Trade..restaurants.and.hotels","VAQ_ Transport..storage.and.communication","VAQ_ Finance..insurance..real.estate.and.business.services","VAQ_ Government.services","VAQ_ Community..social.and.personal.services","VAQ_ Summation.of.sector.GDP","base.yr.Q"
"972","GHA","SSA",2002,17522.5118650004,1511.77683949266,6376.09506397421,1041.79440234468,3172.38145074884,6485.75763264207,8976.66454952634,3313.37618189323,5428.29714905912,2349.91218573988,56170.7342798022,4025,116,855,27,209,1423,234,121,414,350,7774,31449.6580858187,2553.57124183734,10590.2709170677,1731.10197682838,5248.13721481906,10958.423826167,15156.9335980222,5584.95796144178,9007.99671200287,3963.51855328126,96252.4031279054,"VA_Q05"
"973","GHA","SSA",2003,19547.196669113,1613.93176690041,6797.13571059979,1104.92251733951,3420.29385985432,6952.32145741713,9683.59060140244,3556.85731705359,5754.28749198722,2489.17937895024,60919.7167706176,4044,113,893,27,208,1505,244,130,427,369,7959,26437.4438278032,2116.73358658861,8777.30583998913,1433.91630059228,4413.48263948534,9118.71448298729,12706.6089494044,4661.7798343931,7424.08612774187,3265.10811303698,80361.3871318948,"VA_Q05"
"974","GHA","SSA",2004,22026.3667267127,1706.77848021628,7184.08719777311,1160.16314995094,3681.28691811355,7563.37130448784,10463.7791793652,3815.15189695404,6068.54570743567,2666.14416190648,66341.2524303675,4062,107,934,28,207,1606,254,138,443,389,8167,25412.0351498869,1963.35302299389,8249.42932104536,1333.07208095324,4227.90224837889,8684.49050227696,12014.3818509342,4378.50034957445,6966.55660715731,3056.58368352458,76280.7271092741,"VA_Q05"
"975","GHA","SSA",2005,23757.1055103835,1872.92526578487,7777.14689241686,1347.10400132655,4171.51536470267,8578.39834302001,11638.1773200108,4271.67179602806,6565.25407337959,2864.47393590627,72843.7725029592,4083,106,979,31,212,1779,270,150,461,411,8483,23757.1055103835,1872.92526578487,7777.14689241686,1347.10400132655,4171.51536470267,8578.39834302001,11638.1773200108,4271.67179602806,6565.25407337959,2864.47393590627,72843.7725029592,"VA_Q05"
"976","GHA","SSA",2006,15463.2159690662,1419.24623021715,5205.80659494139,1048.01482191086,2901.3162372246,5811.19935310243,8109.97845838373,2712.84490685371,5045.89152674791,1890.42455614438,49610.7942808101,4102,111,1020,37,215,1926,286,166,483,434,8779,14161.0504137764,1210.78551632208,4620.40322030454,953.779156725411,2575.77484840216,5257.20786686072,7113.36490839221,2407.29290155545,3957.89793778868,1701.95322577349,43959.5099959011,"VA_Q05"
"977","GHA","SSA",2007,15618.4723141733,1487.7089134703,4917.84175715267,882.2459835696,3865.07764230491,6289.40063917264,8303.49161006682,3039.67103582803,6062.04313080176,1994.32075277498,52462.7450565799,4152,110,1007,34,247,2020,306,183,526,478,9062,12045.0053891267,1119.48860100008,3949.10106931154,775.981061178863,2745.58904130483,4739.90979407981,6667.50606070246,2308.17296541738,3758.81271991418,1603.85894492064,39713.4256469565,"VA_Q05"
"978","GHA","SSA",2008,18727.7173793945,1462.34457959667,4804.84647581762,810.303489992958,5275.41334630832,7229.42644978092,8195.8821748246,3382.59503765289,6988.86760118926,2192.46178672574,59069.8583212835,4186,104,1043,36,321,2223,321,193,583,529,9539,11046.7155471696,979.116717074824,3496.54396593315,709.015553743838,3255.98511734149,4425.01671488342,6058.28468690047,2063.74170107581,3587.28107548966,1493.99705967452,37117.8083046253,"VA_Q05"
"979","GHA","SSA",2009,20916.9545453144,1360.27299090717,4555.07631279455,759.179385465758,5779.322004611,8213.10773428815,8242.51904219966,3955.8209140976,8266.41572987775,2422.75648921034,64473.2633555109,4222,103,1029,38,328,2271,331,203,649,576,9749,10317.8544567053,909.912338512228,3007.30623395152,665.430841497831,3102.89298466392,3909.86574548588,5505.4291996851,1893.35294680322,3510.97488193607,1398.87533254102,34218.2185482932,"VA_Q05"
"980","GHA","SSA",2010,20602.0478515355,1616.56657425294,4693.30927431186,1011.7504521978,5914.11226473979,8448.27585794184,8631.79526173166,4752.3546477051,8896.70153155001,2748.00359413975,67314.9173101063,4258,113,1106,40,314,2492,363,237,676,646,10243,9431.30153389428,938.342690681867,2808.64478843552,623.965972885391,2759.17434045739,3699.11285204178,5306.1045008796,1881.47284407129,3198.02508865044,1345.27702082451,31991.4216328221,"VA_Q05"
"981","GHA","SSA",2011,20238.9995793448,6705.82183165857,5306.03514227824,1132.41170376836,7312.06244074668,9260.89722892379,9393.86981535114,5160.19424103535,9401.01887913755,3086.9657429746,76998.2766052191,4368,320,1249,40,352,2820,380,260,709,739,11237,8520.25422065105,2576.52258862447,2843.89757423644,566.205851884178,2966.8614713628,3723.23241996566,5045.80922045269,1834.44976759445,3032.63285819783,1361.18174493368,32473.9073434178,"VA_Q05"
"982","HKG","ASI",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"983","HKG","ASI",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"984","HKG","ASI",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"985","HKG","ASI",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"986","HKG","ASI",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"987","HKG","ASI",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"988","HKG","ASI",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"989","HKG","ASI",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"990","HKG","ASI",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"991","HKG","ASI",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"992","HKG","ASI",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"993","HKG","ASI",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"994","HKG","ASI",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"995","HKG","ASI",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"996","HKG","ASI",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"997","HKG","ASI",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"998","HKG","ASI",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"999","HKG","ASI",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1000","HKG","ASI",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1001","HKG","ASI",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1002","HKG","ASI",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1003","HKG","ASI",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1004","HKG","ASI",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1005","HKG","ASI",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1006","HKG","ASI",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,656,9,81,360,120,32,125,103,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1007","HKG","ASI",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,742,10,91,344,116,57,137,111,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1008","HKG","ASI",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,846,10,104,362,136,62,137,161,1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1009","HKG","ASI",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,873,11,117,380,144,70,165,194,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1010","HKG","ASI",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,901,11,131,399,153,80,199,233,2156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1011","HKG","ASI",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,930,12,147,419,162,90,239,280,2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1012","HKG","ASI",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1,960,14,166,440,171,102,287,337,2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1013","HKG","ASI",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,2,990,15,186,461,181,116,0,406,2404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1014","HKG","ASI",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,941,15,187,487,194,126,0,339,2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1015","HKG","ASI",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,894,16,188,515,207,138,0,283,2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1016","HKG","ASI",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,849,16,188,544,221,150,0,236,2243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1017","HKG","ASI",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,807,17,189,574,235,164,212,197,2431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1018","HKG","ASI",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,807,18,198,604,247,180,220,204,2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1019","HKG","ASI",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,805,18,213,627,260,189,221,205,2573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1020","HKG","ASI",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,765,17,228,662,280,205,228,211,2627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1021","HKG","ASI",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,710,17,227,680,297,223,236,219,2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1022","HKG","ASI",1990,239.151737265277,35.0180545197594,14499.9640063358,2339.40519673237,4967.25294680758,23022.2963174456,10135.8182165179,14998.3489244536,NA,13083.4754028944,83320.5648406286,20,1,660,19,223,704,306,232,243,226,2633,645.095629944573,23.7326151484626,8903.21588989107,2512.83584589421,7305.49640713408,28766.9168821231,12693.7958198973,18900.7874741105,NA,19574.9265142018,99326.6371160015,"VA_Q05"
"1023","HKG","ASI",1991,227.830689702649,35.0387888301315,13446.0959324096,2381.69489276741,5369.89079398464,25074.8885840599,10854.0111820478,19903.1319278098,NA,14338.406612976,91630.989404588,19,1,629,18,222,733,312,255,255,237,2679,529.82419701885,22.7830689702649,8541.4511192591,2451.14397197333,7111.77426022158,28621.6624865826,12278.3458042233,21938.8384214564,NA,19082.7843202667,100578.607649972,"VA_Q05"
"1024","HKG","ASI",1992,215.98242070968,30.1234791240312,12796.1907170223,2566.34494479004,5382.59778192459,27359.2843381984,11867.0422395753,23136.8791939926,NA,15660.845843429,99015.2909587659,16,1,571,20,228,749,336,258,258,239,2675,450.536112529807,23.3968769895388,8769.14949567915,2596.76088487644,6059.93737077174,27902.0918843557,12125.1390388661,22093.8171717027,NA,18409.2477372939,98429.9303425839,"VA_Q05"
"1025","HKG","ASI",1993,223.572917311172,27.2918850971714,11169.9620839368,2703.68851606574,5858.38232525242,30543.0653688228,12437.7942007235,25995.7962306628,NA,17383.4145910595,106342.968118932,15,0,522,19,218,797,359,321,261,242,2754,456.105291851213,21.9162107598498,8212.9276849993,2637.80204598267,5849.28503022003,28584.528018592,11801.8105752773,22340.1998434806,NA,18814.7223428222,98719.4348817887,"VA_Q05"
"1026","HKG","ASI",1994,212.637318292138,33.1004542795981,10132.7110640706,3252.58303933043,6051.42505139613,32644.8596268937,13989.0463894609,28223.300944225,NA,19379.1243643506,113918.788252299,15,0,494,19,218,828,388,362,266,247,2837,296.050463076726,21.0518889218244,7890.75109480484,3060.20319905741,5372.20372957878,28158.9536611055,12164.6817513866,22338.569780581,NA,18960.6022204394,98263.2001907691,"VA_Q05"
"1027","HKG","ASI",1995,189.753785515533,41.4031857588612,9591.00255434735,3381.95238657883,7022.70713178828,34777.3781319337,15289.8460662598,30135.4190765554,NA,22072.051307104,122501.513625842,14,0,470,21,226,826,374,380,290,269,2869,326.293445134097,21.6750220116922,8114.50524653292,3086.8086736771,5733.49758902098,28799.4849354396,12863.411715909,24114.4354171398,NA,20549.3485631449,103609.46060801,"VA_Q05"
"1028","HKG","ASI",1996,181.358129087383,39.0675116341024,9010.36612573234,3699.68087011639,8064.25833599912,37395.4720626953,15984.7282585718,33263.801870644,NA,24008.920552288,131647.7785331,10,1,430,22,269,909,383,404,318,295,3042,227.290538931951,19.970612975899,7515.94019347959,3212.64754616665,5995.55246435818,29128.3871886597,12712.4185061396,24779.5365804955,NA,21105.8175072478,104697.436322124,"VA_Q05"
"1029","HKG","ASI",1997,176.81607973755,32.7703935969797,8471.56687807049,3854.18240883452,8611.29119362684,37942.3539578569,15764.359891224,36032.1881215611,NA,25616.1245186647,136501.653443173,9,1,389,19,299,962,392,450,323,299,3142,106.833883887589,19.3261295571931,7255.22109668516,3215.57986694466,6156.03247336083,28325.2637607535,12048.1012268691,25961.4740511867,NA,21723.7700030029,104811.602492248,"VA_Q05"
"1030","HKG","ASI",1998,184.612715606096,36.3231511874332,7473.57826560445,4270.18801467841,8347.49170506448,34983.2704586479,15023.2793067997,32667.2200264987,NA,26989.3001161304,129975.143881831,8,0,333,18,303,954,398,456,331,307,3108,100.937601649567,17.502244466552,6571.97291880351,3562.78565442414,5963.59010601069,26061.6811594032,11522.1111431688,24625.2983292784,NA,22790.9192551196,101216.918290711,"VA_Q05"
"1031","HKG","ASI",1999,149.500886562784,39.2154277995758,7298.25762611716,4656.86377889202,8384.35999216496,36290.8960254223,15969.0552252195,36714.2703527342,NA,30198.5445318345,139700.836935977,8,0,311,17,283,936,387,486,349,324,3101,107.11268952376,17.3867754321744,6532.35113171445,4111.40129124614,6318.88721728439,28642.2377645005,13038.3048233567,29903.3500817962,NA,26905.5907935963,115576.622568451,"VA_Q05"
"1032","HKG","ASI",2000,124.416546255052,32.5149073366335,8249.51568414034,5061.44245569555,8401.74456848913,42298.9385442933,18873.2913994611,37948.7932763669,NA,32706.1003661378,153696.757748176,8,0,293,17,298,983,407,503,359,333,3200,116.89243546641,18.5415587291547,6963.56453488861,4872.26481300968,6829.74285014775,35613.3630312208,16513.1390760094,31733.2059693421,NA,31335.6373296351,133996.48595757,"VA_Q05"
"1033","HKG","ASI",2001,140.882263028641,24.4830149255335,7495.30014077405,5422.35824276473,8057.010454637,44243.8858351726,19382.4334503615,37104.7785858294,NA,35751.2176178035,157622.349605297,6,0,287,16,288,982,403,531,380,353,3245,126.612162900616,16.5085472069312,6602.15975629059,5165.21663457541,6964.50837718848,37004.1883702211,17784.8817507348,32571.0838333903,NA,33885.8916863627,140120.911215929,"VA_Q05"
"1034","HKG","ASI",2002,147.935441405119,20.1462778056673,6731.0625839329,5936.38750902907,7624.70441039305,46365.5554713232,21045.5076507888,38268.516430917,NA,37142.824776885,163282.64055248,8,0,254,16,283,979,392,523,392,364,3211,131.612544788848,15.587631002925,6267.69819440256,5628.45827015996,7185.75083922577,40538.7225386826,19649.6794104137,35212.752541853,NA,35361.5703019941,149991.538166278,"VA_Q05"
"1035","HKG","ASI",2003,132.125705428257,18.6699366366015,6226.82279857662,6324.00221235175,7218.56344982857,50439.4667635611,22405.6792571099,42538.0942635785,NA,39525.0537202254,174828.478107297,6,0,237,16,260,985,392,516,400,371,3183,133.721426508308,17.2337876645552,6086.7184877481,6222.03563533646,7432.86879087947,47850.7284553937,21537.2878453459,40842.9597602399,NA,38304.8058103101,168428.359999426,"VA_Q05"
"1036","HKG","ASI",2004,151.529408848843,12.244800715058,6712.19159197096,6894.16293593085,6938.21020516974,60366.1872585295,25758.4689042139,47943.6668664266,NA,42349.6636730877,197126.325644893,7,0,205,15,262,1063,405,529,408,378,3272,146.427408550902,15.4760675704205,6638.04252097422,6782.25906272934,7201.81355389668,59319.2567973921,25855.4069098747,49472.2261556897,NA,41686.5737010319,197117.48217771,"VA_Q05"
"1037","HKG","ASI",2005,149.78395723698,17.7560794377171,6969.87648898744,7168.70941813653,6858.06592935984,69833.4298091743,28348.8993430657,54864.0000265786,NA,43588.8895836282,217799.410635605,7,0,198,15,263,1095,408,555,413,384,3338,149.78395723698,17.7560794377171,6969.87648898744,7168.70941813653,6858.06592935984,69833.4298091743,28348.8993430657,54864.0000265786,NA,43588.8895836282,217799.410635605,"VA_Q05"
"1038","HKG","ASI",2006,155.58035537593,16.9425913933975,7229.74988652668,7522.87493547266,7146.31217837425,74559.7902622905,30104.0700516341,68251.134376678,NA,45765.2185648041,240751.67320255,7,0,191,15,268,1106,422,579,424,393,3405,147.56450568443,20.2218026308293,7351.62723751789,7489.71846629418,6455.85603449278,79105.3235725772,31327.9445568045,62338.8986939906,NA,45536.4024917922,239773.193004981,"VA_Q05"
"1039","HKG","ASI",2007,163.203698524827,20.8538059226168,5868.98633639559,7388.95678199015,7370.09768793839,77666.101403766,31083.5950835958,85225.5153819932,NA,47582.0383049134,262369.34848504,5,0,179,15,274,1145,425,604,438,406,3491,137.635119089271,22.8485177934758,7255.3110866426,7560.32066544122,6348.98654750139,83962.6814302966,32873.0329691991,70587.4129864158,NA,46552.9483169929,255300.99630193,"VA_Q05"
"1040","HKG","ASI",2008,151.155715156981,17.707855519598,5751.58449485004,7238.49669286164,8836.21990427939,82660.9997863295,26929.9971410777,80908.1046451009,NA,50768.6043298989,263262.870565075,7,0,169,14,268,1147,432,639,443,411,3530,112.636565521567,22.0891805966119,6789.41087246772,7668.04910562055,6957.36166708658,89917.2043347108,33148.5578670528,70540.7941816167,NA,47520.2168957162,262676.138115178,"VA_Q05"
"1041","HKG","ASI",2009,193.682025168812,7.57003148896213,5301.6069310746,6468.13032003223,9280.48933563884,77364.7986426211,27159.9805379956,79356.64009879,NA,53194.9805427656,258327.878465576,7,0,155,14,265,1120,425,640,454,421,3501,110.227043875863,18.6481263508579,6305.28232556236,7874.12519292117,6511.88879473671,82084.0670537887,32621.8505747389,72056.5448546294,NA,49498.220287351,257080.669619041,"VA_Q05"
"1042","HKG","ASI",2010,163.832863329,12.8606001930614,5667.98336044925,6427.69069939009,10536.5592683182,87550.1200911011,35965.8799457116,88100.5165022621,NA,55204.4059069813,289629.849237736,8,0,137,15,268,1118,424,645,463,430,3507,116.863714797819,13.2333712131502,6577.91742048585,7933.87200605864,7596.70061838837,96016.6818848665,34650.3710158184,77342.9040190313,NA,51152.3849186167,281400.928969277,"VA_Q05"
"1043","HKG","ASI",2011,160.209667061417,12.6336766025575,5693.39382545689,6103.71366989647,11814.6847845395,101240.791390025,33443.3560313556,96731.8505202485,NA,56897.6850956224,312098.318660808,8,0,137,16,280,1130,436,679,479,445,3610,107.294702740561,12.2674830778457,6509.08990175245,7891.10426401482,8090.13044469569,100757.049743881,35265.1688167968,79978.8629582079,NA,51766.3983305981,290377.183549003,"VA_Q05"
"1044","IDN","ASI",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1045","IDN","ASI",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1046","IDN","ASI",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1047","IDN","ASI",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1048","IDN","ASI",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1049","IDN","ASI",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1050","IDN","ASI",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1051","IDN","ASI",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1052","IDN","ASI",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1053","IDN","ASI",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1054","IDN","ASI",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1055","IDN","ASI",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23980,89,1948,NA,592,2238,702,3140,NA,NA,32689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1056","IDN","ASI",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1057","IDN","ASI",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1058","IDN","ASI",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1059","IDN","ASI",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
